0.901367	0.961426	-0.420166
1.247803	0.989258	-0.426270
1.331787	0.995361	-0.074219
1.150391	1.150146	-0.515625
0.882568	1.004883	-0.927979
0.676025	0.756592	0.145508
-0.009033	1.038086	0.330566
0.033447	1.609131	-0.078369
0.764893	1.999939	-1.404053
0.052734	1.461426	1.259766
-0.179932	0.706787	0.614746
-0.042725	0.297363	0.105713
-0.014648	0.355957	-0.078125
0.042480	0.781250	-0.159668
0.231201	1.124756	0.104492
0.039795	1.162354	0.253906
-0.042236	0.850342	0.290283
0.031738	0.747314	0.369629
0.089844	0.824707	0.453125
0.145508	0.891602	0.554199
0.207764	0.913330	0.446045
0.247803	0.882568	0.292725
0.254150	0.886719	0.260254
0.308594	0.896729	0.281494
0.253418	0.877686	0.343750
0.172607	0.901611	0.110840
0.261230	0.936279	0.058838
0.207520	0.872314	0.502686
0.343018	0.869141	0.101807
0.164062	0.933350	0.232422
0.187012	0.927979	0.134766
0.200684	0.911133	0.180420
0.178467	0.927246	0.238037
0.259277	0.933838	0.233398
0.366699	0.915771	0.172363
0.514160	0.928955	0.207764
0.548096	0.871338	0.316895
0.249756	0.850342	0.381592
0.109619	0.960938	0.211182
0.123047	0.999756	0.187012
0.116211	1.065674	0.349854
0.295410	1.248047	0.299561
0.623047	1.072998	0.237305
0.724609	0.992920	0.120605
0.598877	1.069580	-0.152588
0.313477	1.087402	-0.499756
0.005615	1.136475	-0.231689
-0.201416	1.041992	-0.051270
-0.226562	1.166504	0.184814
-0.225098	1.283447	0.364014
-0.081299	1.150146	0.237793
0.209229	1.405029	0.314697
0.296875	1.156006	-0.018066
0.390381	0.989990	0.036621
0.330322	0.984863	0.108887
0.156006	1.028320	0.042236
-0.124512	1.001221	0.034912
-0.334473	1.063477	0.133057
-0.087158	0.866211	-0.093750
0.278809	0.680908	-0.169922
0.355713	0.678711	-0.183838
0.030273	0.776611	-0.075439
-0.003662	0.763672	-0.068115
0.015137	0.798340	0.055908
0.075439	0.767090	0.045410
0.139404	0.730225	0.018066
0.174805	0.666748	0.020996
0.272949	0.621826	0.043457
0.409668	0.668457	0.182861
0.523926	0.770752	0.255859
0.694336	0.903076	0.324707
0.763672	0.976074	0.249512
0.930176	0.979736	0.138916
1.091309	0.917480	0.113281
1.270752	0.929199	-0.126709
0.573242	1.185791	-0.137207
0.174561	1.471191	0.184814
0.538086	1.697021	-0.462891
1.025879	1.596680	-0.385010
-0.095215	1.066406	0.754639
-0.104980	0.620605	0.191406
-0.218262	0.433594	-0.103760
-0.315918	0.672607	-0.362549
-0.128418	1.181641	-0.183350
0.005371	1.308350	0.084717
0.050537	1.122314	0.281738
-0.044678	0.836670	0.364502
-0.151367	0.759521	0.467773
-0.193848	0.876953	0.625000
-0.175049	0.913574	0.731934
-0.015381	0.929932	0.458984
0.064697	0.894775	0.267334
0.141846	0.897217	0.200439
0.142090	0.969482	0.188232
0.189209	0.986084	0.223145
0.242920	0.962402	0.256104
0.308594	0.932861	0.264893
0.330322	0.890137	0.283203
0.331299	0.852051	0.275391
0.311523	0.842773	0.254150
0.295654	0.882568	0.245361
0.288086	0.914307	0.252197
0.201416	0.926514	0.257324
0.149414	0.960205	0.289307
0.103027	0.960938	0.315918
0.084229	0.968018	0.340332
0.027832	0.954590	0.385498
-0.001221	0.988281	0.468506
-0.011475	0.920166	0.462646
0.023193	0.836426	0.399414
0.119873	0.827148	0.312500
0.286377	0.851318	0.323975
0.458252	0.926758	0.216064
0.660400	0.931396	0.116455
0.276367	0.785889	-0.117432
0.383545	0.767822	-0.260254
0.563232	0.908447	0.008057
0.506348	0.941406	-0.042480
0.402832	1.057129	0.061768
0.555664	1.077148	0.077637
0.520264	1.029297	-0.062744
0.515137	1.020020	-0.308105
0.234619	0.993652	-0.432861
-0.078857	0.971191	-0.152100
-0.082764	0.926025	0.094727
-0.025391	0.871338	0.299072
-0.200928	0.820801	0.307129
-0.400879	0.827637	0.181641
-0.104736	0.831055	0.160156
0.068115	0.908691	0.158447
0.088135	0.938721	0.108154
0.114502	0.959229	0.092041
0.130371	0.958740	0.059082
0.189209	0.924316	0.094727
0.216064	0.907227	0.091309
0.277832	0.951660	0.048584
0.464111	0.947510	-0.074463
0.426758	0.970947	-0.148438
0.367188	0.945068	-0.220947
0.380859	1.140381	-0.283203
0.527832	1.536133	-0.280518
0.212402	1.600830	-0.036621
0.079590	1.486084	-0.172119
-0.207031	1.018311	-0.112793
-0.456299	0.741211	0.156738
-0.364502	0.641113	0.273193
-0.046387	0.641602	0.341797
0.013184	0.756104	0.368408
0.104248	0.842041	0.500732
0.147705	0.856934	0.521484
0.273682	0.841064	0.539062
0.404785	0.797607	0.582520
0.454590	0.841553	0.624023
0.322754	0.858398	0.600098
0.235840	0.884766	0.534668
0.125000	0.894287	0.430664
-0.001953	0.851562	0.360840
-0.202148	0.916260	0.162354
-0.135010	1.010498	-0.009766
0.243408	1.014404	0.145996
0.413818	0.964355	0.270264
0.416504	0.965088	0.226562
0.138916	0.938721	-0.002930
0.089600	0.994141	0.108154
0.011230	0.917969	0.191162
-0.093750	0.827393	0.162842
-0.369873	0.852539	0.263184
-0.252197	0.798828	0.294678
0.146729	0.976318	0.197998
0.241455	0.932617	0.103760
0.401123	0.967285	0.143066
0.307861	0.929688	0.202393
0.098145	0.931641	0.348633
-0.148193	0.969727	0.302490
-0.070801	0.990479	0.379883
-0.025391	1.150879	0.416748
-0.050049	1.242676	0.313965
0.054443	1.253662	0.197266
0.053223	1.160889	0.008057
-0.083496	0.871094	-0.348389
-0.422119	0.836426	-0.419189
-0.327637	0.676025	0.165283
-0.126465	0.701416	0.403809
0.168457	0.857178	0.466553
0.013184	1.278076	0.694824
-0.045166	1.611084	0.573730
0.122314	1.195068	0.218262
0.109131	1.064941	-0.212158
0.123047	1.054688	-0.219727
-0.115967	1.032715	-0.025635
-0.092285	1.053467	0.055664
-0.160400	1.001465	0.078369
-0.139893	0.895996	0.159668
-0.112061	0.833008	0.132812
-0.036377	0.728271	-0.027588
-0.079834	0.704834	-0.031494
-0.174561	0.739014	0.053955
-0.229492	0.723633	0.079834
-0.212891	0.700928	0.079834
-0.125977	0.664795	0.054443
